420.1,a,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-a/section-420.1
420.3,a,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-a/section-420.3
420.5,a,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-a/section-420.5
420.15,b,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-b/section-420.15
420.17,b,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-b/section-420.17
420.19,b,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-b/section-420.19
420.21,b,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-b/section-420.21
420.23,b,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-b/section-420.23
420.25,b,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-b/section-420.25
420.27,b,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-b/section-420.27
420.29,b,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-b/section-420.29
420.30,b,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-b/section-420.30
420.31,b,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-b/section-420.31
420.41,c,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-c/section-420.41
420.43,c,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-c/section-420.43
420.45,c,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-c/section-420.45
420.47,c,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-c/section-420.47
420.49,c,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-c/section-420.49
420.51,d,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-d/section-420.51
420.53,d,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-d/section-420.53
420.55,d,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-d/section-420.55
420.57,d,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-d/section-420.57
420.59,d,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-d/section-420.59
420.61,d,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-d/section-420.61
420.63,d,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-d/section-420.63
420.65,d,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-d/section-420.65
420.66,d,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-d/section-420.66
420.67,d,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-d/section-420.67
420.69,d,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-d/section-420.69
420.70,d,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-d/section-420.70
420.71,d,https://www.ecfr.gov/current/title-14/chapter-III/subchapter-C/part-420/subpart-d/section-420.71